NOME_COM_2,ISTAT_2017,NOME_PRO,POP_2017,POP_2014,VARIAZ_17_,SHAPE_AREA,SHAPE_LEN
BOLGARE,"16028",BERGAMO,6183.00000000,6081.00000000,102.00000000,8594702.64171000011,17701.00496890000
BOLTIERE,"16029",BERGAMO,6057.00000000,6018.00000000,39.00000000,4137886.39721000008,10379.78103840000
CAMERATA CORNELLO,"16048",BERGAMO,621.00000000,625.00000000,-4.00000000,12603609.55330000073,16141.09787160000
CAPIZZONE,"16050",BERGAMO,1239.00000000,1249.00000000,-10.00000000,4684016.05975999963,11521.18296060000
SANTA MARIA DELLA VERSA,"18143",PAVIA,2357.00000000,2445.00000000,-88.00000000,18434380.67630000040,31435.75681270000
TRAVACO` SICCOMARIO,"18162",PAVIA,4420.00000000,4452.00000000,-32.00000000,16538045.14650000073,23778.04311760000
TROMELLO,"18164",PAVIA,3780.00000000,3848.00000000,-68.00000000,35116759.36020000279,32965.28801140000
CARBONATE,"13045",COMO,2943.00000000,2905.00000000,38.00000000,5131996.01078999974,18436.17619840000
BRUMANO,"16041",BERGAMO,117.00000000,114.00000000,3.00000000,8224509.26611999981,15373.81828100000
GALLARATE,"12070",VARESE,53145.00000000,52850.00000000,295.00000000,20975662.30889999866,25018.99534230000
GAVIRATE,"12072",VARESE,9334.00000000,9331.00000000,3.00000000,12595578.50789999962,20515.68065850000
SANT`ANGELO LOMELLINA,"18144",PAVIA,796.00000000,820.00000000,-24.00000000,10397074.72089999914,16920.89680000000
SAN ZENONE AL PO,"18145",PAVIA,587.00000000,600.00000000,-13.00000000,7074197.65300999954,14710.99504730000
GAZZADA SCHIANNO,"12073",VARESE,4647.00000000,4651.00000000,-4.00000000,4791891.27287000045,12306.42041570000
VIGEVANO,"18177",PAVIA,63505.00000000,63442.00000000,63.00000000,82081828.47310000658,54958.33329860000
GALLIATE LOMBARDO,"12071",VARESE,996.00000000,979.00000000,17.00000000,3733934.94089000020,8747.91535642000
SCALDASOLE,"18147",PAVIA,939.00000000,958.00000000,-19.00000000,11662821.95170000196,17345.22926270000
SPESSA,"18152",PAVIA,606.00000000,616.00000000,-10.00000000,12250432.28570000082,16042.14426120000
VIDIGULFO,"18176",PAVIA,6360.00000000,6264.00000000,96.00000000,15163117.93129999936,30613.71030110000
VOGHERA,"18182",PAVIA,39427.00000000,39400.00000000,27.00000000,63158340.55139999837,48890.28287120000
VOLPARA,"18183",PAVIA,132.00000000,133.00000000,-1.00000000,3914535.15438000020,10462.89803040000
CASAZZA,"16058",BERGAMO,4091.00000000,4061.00000000,30.00000000,7119037.25891999993,12863.20905800000
CASNATE CON BERNATE,"13053",COMO,4940.00000000,4910.00000000,30.00000000,5215766.91478999984,11582.37707410000
CASTELNUOVO BOZZENTE,"13059",COMO,914.00000000,922.00000000,-8.00000000,3631694.20077000000,10980.73010220000
CASTIGLIONE D`INTELVI,"13060",COMO,1202.00000000,1149.00000000,53.00000000,4325844.45701999962,13998.71466310000
BERGAMO,"16024",BERGAMO,120287.00000000,119002.00000000,1285.00000000,40297863.52499999851,38088.28820030000
VERRUA PO,"18175",PAVIA,1277.00000000,1293.00000000,-16.00000000,10978771.10239999928,18482.20179530000
AGNADELLO,"19002",CREMONA,3872.00000000,3858.00000000,14.00000000,12172254.24269999936,18791.10048080000
TORRAZZA COSTE,"18155",PAVIA,1674.00000000,1692.00000000,-18.00000000,16244618.56739999913,23435.63284630000
CABIATE,"13035",COMO,7521.00000000,7549.00000000,-28.00000000,3223743.62534999987,11452.41325970000
CADORAGO,"13036",COMO,7919.00000000,7884.00000000,35.00000000,7159714.91700000037,18654.62309270000
BRUSAPORTO,"16042",BERGAMO,5570.00000000,5562.00000000,8.00000000,5046122.90067000035,10483.55254190000
CALCINATE,"16043",BERGAMO,5987.00000000,5932.00000000,55.00000000,15196241.06499999948,23954.97969540000
COLTURANO,"15082",MILANO,2079.00000000,2077.00000000,2.00000000,4213980.37469999958,12086.98548510000
SOTTO IL MONTE GIOVANNI XXIII,"16203",BERGAMO,4503.00000000,4357.00000000,146.00000000,5104641.02990000043,13178.07992500000
GAGGIANO,"15103",MILANO,9131.00000000,9060.00000000,71.00000000,26638719.82990000024,44648.92040270000
GORGONZOLA,"15108",MILANO,20412.00000000,20076.00000000,336.00000000,10668867.54590000026,20028.32044550000
GUDO VISCONTI,"15112",MILANO,1658.00000000,1681.00000000,-23.00000000,5986285.32634000015,20337.63392640000
LEGNANO,"15118",MILANO,60259.00000000,60451.00000000,-192.00000000,17730022.13989999890,31589.74517540000
LISCATE,"15122",MILANO,4085.00000000,4121.00000000,-36.00000000,9354357.35197000019,19087.80125800000
LOCATE DI TRIULZI,"15125",MILANO,10216.00000000,9995.00000000,221.00000000,12349639.94239999913,24429.26014720000
MAGENTA,"15130",MILANO,23845.00000000,23482.00000000,363.00000000,21837050.20190000162,33695.13673820001
MELZO,"15142",MILANO,18518.00000000,18523.00000000,-5.00000000,9677774.14447000064,18965.90419630000
VILMINORE DI SCALVE,"16243",BERGAMO,1492.00000000,1496.00000000,-4.00000000,40995949.47240000218,31767.40366750000
CARPIANO,"15050",MILANO,4123.00000000,4116.00000000,7.00000000,17216146.97280000150,28118.29257190000
MONTELLO,"16139",BERGAMO,3326.00000000,3233.00000000,93.00000000,1773815.68222000008,6721.60091409000
BELLINZAGO LOMBARDO,"15016",MILANO,3878.00000000,3875.00000000,3.00000000,4536759.56190000009,11355.67853010000
VIGNATE,"15237",MILANO,9309.00000000,9249.00000000,60.00000000,8678814.22039999999,20646.59484790000
AZZANO MELLA,"17008",BRESCIA,3189.00000000,3141.00000000,48.00000000,10494118.61950000003,23781.86602730000
BAGNOLO MELLA,"17009",BRESCIA,12677.00000000,12829.00000000,-152.00000000,31285428.15199999884,28891.46360930000
CANTELLO,"12030",VARESE,4675.00000000,4684.00000000,-9.00000000,9171411.09944999963,15567.21896140000
CARAVATE,"12031",VARESE,2550.00000000,2582.00000000,-32.00000000,5222863.47946999967,11654.49911280000
VIMODRONE,"15242",MILANO,17004.00000000,17063.00000000,-59.00000000,4804053.26599000022,14117.81643250000
VITTUONE,"15243",MILANO,9063.00000000,9038.00000000,25.00000000,5972661.19586999901,18491.79295120000
ROBECCO SUL NAVIGLIO,"15184",MILANO,6766.00000000,6845.00000000,-79.00000000,20419835.87579999864,30105.13811220000
INVERUNO,"15113",MILANO,8608.00000000,8612.00000000,-4.00000000,12186462.17070000060,24435.04760480000
CORMANO,"15086",MILANO,20074.00000000,20173.00000000,-99.00000000,4454463.72436000034,11124.75501310000
LACCHIARELLA,"15115",MILANO,8964.00000000,8932.00000000,32.00000000,24127510.70209999755,36535.18459200000
MAGNAGO,"15131",MILANO,9248.00000000,9280.00000000,-32.00000000,11332906.26590000093,19395.41831490000
PUMENENGO,"16177",BERGAMO,1724.00000000,1729.00000000,-5.00000000,10122485.12920000032,16649.15361850000
RANICA,"16178",BERGAMO,5957.00000000,6020.00000000,-63.00000000,4058010.43357999995,12726.82585150000
RODANO,"15185",MILANO,4651.00000000,4638.00000000,13.00000000,12902456.05499999970,26335.35738340000
SOLARO,"15213",MILANO,14223.00000000,14158.00000000,65.00000000,6652051.18523999956,17786.61820090000
TREZZO SULL`ADDA,"15221",MILANO,12102.00000000,12157.00000000,-55.00000000,12966896.82450000197,24824.46382990000
TRIBIANO,"15222",MILANO,3545.00000000,3501.00000000,44.00000000,6966474.13655999955,14392.35457750000
CROTTA D`ADDA,"19038",CREMONA,641.00000000,665.00000000,-24.00000000,12862141.26129999943,23519.68098650000
ROSATE,"15188",MILANO,5762.00000000,5590.00000000,172.00000000,18669203.96829999983,27969.77683210000
TRUCCAZZANO,"15224",MILANO,5934.00000000,6041.00000000,-107.00000000,22190940.13809999824,30437.05402210000
DOVERA,"19041",CREMONA,3853.00000000,3908.00000000,-55.00000000,20538485.79679999873,23711.43064760000
SAN COLOMBANO AL LAMBRO,"15191",MILANO,7336.00000000,7399.00000000,-63.00000000,16574435.36439999938,28572.67144860000
TURBIGO,"15226",MILANO,7287.00000000,7386.00000000,-99.00000000,8539199.00358000025,15220.61681300000
VANZAGO,"15229",MILANO,9175.00000000,9093.00000000,82.00000000,6129620.56374999974,14685.08167270000
DRIZZONA,"19042",CREMONA,566.00000000,552.00000000,14.00000000,11683228.57660000026,21810.97150980000
FIESCO,"19043",CREMONA,1202.00000000,1226.00000000,-24.00000000,8114262.10599000100,18152.18861400000
ADRARA SAN ROCCO,"16002",BERGAMO,819.00000000,849.00000000,-30.00000000,9337403.09799999930,16693.61921250000
SAN GIULIANO MILANESE,"15195",MILANO,38318.00000000,37987.00000000,331.00000000,30594978.42790000141,34229.41514220000
SANTO STEFANO TICINO,"15200",MILANO,4954.00000000,5013.00000000,-59.00000000,5029242.18051000033,13713.40911940000
GABBIONETA BINANUOVA,"19045",CREMONA,860.00000000,881.00000000,-21.00000000,15766421.90269999951,27667.48702830000
ADRARA SAN MARTINO,"16001",BERGAMO,2263.00000000,2210.00000000,53.00000000,12589348.31519999914,27440.79718280000
SAN ZENONE AL LAMBRO,"15202",MILANO,4505.00000000,4335.00000000,170.00000000,7246161.13559999969,20966.28587650000
BERZO DEMO,"17016",BRESCIA,1663.00000000,1689.00000000,-26.00000000,16052101.49070000090,21376.17035730000
LAINATE,"15116",MILANO,25754.00000000,25704.00000000,50.00000000,12767720.35610000044,23181.53678930000
PARABIAGO,"15168",MILANO,27747.00000000,27665.00000000,82.00000000,14109940.59699999914,24566.22563240000
MASATE,"15136",MILANO,3477.00000000,3508.00000000,-31.00000000,4364751.03392000031,12587.53668480000
MARCALLO CON CASONE,"15134",MILANO,6254.00000000,6242.00000000,12.00000000,8131978.32440000027,19120.65788640000
MELEGNANO,"15140",MILANO,17940.00000000,17537.00000000,403.00000000,4953564.09599000029,14673.97656110000
ROZZANO,"15189",MILANO,42417.00000000,42593.00000000,-176.00000000,12273846.03900000080,21563.74171400000
GADESCO PIEVE DELMONA,"19046",CREMONA,2017.00000000,2027.00000000,-10.00000000,17159774.55229999870,30834.17947600000
SAN DONATO MILANESE,"15192",MILANO,32416.00000000,32221.00000000,195.00000000,12824817.10370000079,26388.91434070000
VERMEZZO,"15235",MILANO,3931.00000000,3938.00000000,-7.00000000,6129683.19440999907,19471.27367750000
PIEVE EMANUELE,"15173",MILANO,16118.00000000,16179.00000000,-61.00000000,13058168.96130000055,22407.82642510000
PIOLTELLO,"15175",MILANO,37045.00000000,36912.00000000,133.00000000,13215578.17820000090,26075.86140610000
NOVATE MILANESE,"15157",MILANO,20052.00000000,20195.00000000,-143.00000000,5488080.89976000041,14967.82862380000
MESERO,"15144",MILANO,4159.00000000,4101.00000000,58.00000000,5695968.60587999970,16716.12446700000
SOLZA,"16251",BERGAMO,2072.00000000,2043.00000000,29.00000000,1228853.58739000000,5922.98499700000
CASTELLO DELL`ACQUA,"14014",SONDRIO,635.00000000,626.00000000,9.00000000,13607764.15570000187,21600.04735090000
FILAGO,"16098",BERGAMO,3214.00000000,3200.00000000,14.00000000,5430581.27885000035,14238.42812470000
GANDINO,"16108",BERGAMO,5430.00000000,5471.00000000,-41.00000000,29240406.33870000020,27714.12382130000
GAVERINA TERME,"16110",BERGAMO,879.00000000,914.00000000,-35.00000000,5207644.87040999997,11643.13010290000
CAMPODOLCINO,"14012",SONDRIO,955.00000000,989.00000000,-34.00000000,48297205.57340000570,36290.85638460001
SOLBIATE,"13215",COMO,2602.00000000,2570.00000000,32.00000000,4129666.16049000015,11141.69216240000
LOCATELLO,"16127",BERGAMO,825.00000000,829.00000000,-4.00000000,3914971.90769999987,11831.67485920000
CASPOGGIO,"14013",SONDRIO,1393.00000000,1427.00000000,-34.00000000,6795788.87267000042,13979.41436990000
GAZZANIGA,"16111",BERGAMO,5042.00000000,5134.00000000,-92.00000000,14415068.84029999934,19747.65919180000
SESTO SAN GIOVANNI,"15209",MILANO,81822.00000000,81490.00000000,332.00000000,11768895.00549999811,21720.09487900000
POGLIANO MILANESE,"15176",MILANO,8379.00000000,8373.00000000,6.00000000,4699719.22731999960,17936.84245840000
SAN GIORGIO SU LEGNANO,"15194",MILANO,6794.00000000,6914.00000000,-120.00000000,2199415.48119999981,9766.41815096000
ZIBIDO SAN GIACOMO,"15247",MILANO,6856.00000000,6866.00000000,-10.00000000,24585451.92190000042,37150.76251940000
SETTIMO MILANESE,"15211",MILANO,20063.00000000,19997.00000000,66.00000000,10817873.78820000030,23385.22503950000
VERNATE,"15236",MILANO,3365.00000000,3321.00000000,44.00000000,14676883.05480000004,24400.49181100000
ACQUAFREDDA,"17001",BRESCIA,1565.00000000,1611.00000000,-46.00000000,9551132.09092999995,14963.99120890000
OPERA,"15159",MILANO,13783.00000000,13772.00000000,11.00000000,7522598.45304999966,16819.22177710000
VERDELLINO,"16232",BERGAMO,7625.00000000,7687.00000000,-62.00000000,3833384.44681000011,10899.32124340000
VILLA D`ALME`,"16239",BERGAMO,6697.00000000,6752.00000000,-55.00000000,6342259.63762999978,12515.37619150000
GORLAGO,"16114",BERGAMO,5168.00000000,5186.00000000,-18.00000000,5726423.76056999993,19454.00504060000
MASLIANICO,"13144",COMO,3319.00000000,3369.00000000,-50.00000000,1314749.74393999996,5353.95057369000
MONGUZZO,"13153",COMO,2330.00000000,2311.00000000,19.00000000,4044348.99800000014,11335.98879710000
ISOLA DOVARESE,"19053",CREMONA,1158.00000000,1190.00000000,-32.00000000,9471727.88887000084,17084.13005630000
VANZAGHELLO,"15249",MILANO,5366.00000000,5416.00000000,-50.00000000,5541130.33817000035,15406.71652260000
AVIATICO,"16015",BERGAMO,557.00000000,537.00000000,20.00000000,8519094.31207000092,15229.36491570000
FORMIGARA,"19044",CREMONA,1031.00000000,1086.00000000,-55.00000000,12799548.65540000051,22825.10432680000
VIZZOLO PREDABISSI,"15244",MILANO,3948.00000000,3903.00000000,45.00000000,5705965.93051999994,14250.95807310000
RIVANAZZANO TERME,"18122",PAVIA,5326.00000000,5321.00000000,5.00000000,29229516.99969999865,33127.67597900000
ROCCA SUSELLA,"18126",PAVIA,212.00000000,240.00000000,-28.00000000,12862370.96829999797,20515.73934140000
PIAZZOLO,"16166",BERGAMO,86.00000000,85.00000000,1.00000000,4737752.07086000033,10841.05730570000
CASTANO PRIMO,"15062",MILANO,11249.00000000,11252.00000000,-3.00000000,19107754.81819999963,33713.85150820000
CERNUSCO SUL NAVIGLIO,"15070",MILANO,33867.00000000,33009.00000000,858.00000000,13307648.82990000211,26575.98786670000
CESATE,"15076",MILANO,14278.00000000,14200.00000000,78.00000000,5689489.39006999973,15447.55940920000
BINASCO,"15024",MILANO,7251.00000000,7239.00000000,12.00000000,3829906.89161999989,11466.59181990000
MORENGO,"16140",BERGAMO,2529.00000000,2563.00000000,-34.00000000,10022319.30650000088,16587.49836290000
CORBETTA,"15085",MILANO,18366.00000000,18177.00000000,189.00000000,18743325.59829999879,34919.67589980000
CUGGIONO,"15096",MILANO,8266.00000000,8280.00000000,-14.00000000,14862234.93170000054,24681.92595320000
POGNANA LARIO,"13186",COMO,718.00000000,747.00000000,-29.00000000,5000794.11378999986,10406.33288380000
PONNA,"13187",COMO,243.00000000,258.00000000,-15.00000000,5899834.77436000016,14563.05233440000
FORNOVO SAN GIOVANNI,"16105",BERGAMO,3435.00000000,3440.00000000,-5.00000000,6919060.18548000045,22734.29697890000
FUIPIANO VALLE IMAGNA,"16106",BERGAMO,217.00000000,218.00000000,-1.00000000,4301745.04193999991,9800.83641567000
TREZZONE,"13226",COMO,237.00000000,232.00000000,5.00000000,3578279.78346000006,12607.74089240000
GORNO,"16116",BERGAMO,1603.00000000,1624.00000000,-21.00000000,10076255.61439999938,17087.98284510000
GRASSOBBIO,"16117",BERGAMO,6407.00000000,6437.00000000,-30.00000000,8489522.57179999910,12869.67044220000
LOVERE,"16128",BERGAMO,5292.00000000,5345.00000000,-53.00000000,6878081.28741999995,14507.23999850000
GANDELLINO,"16107",BERGAMO,1010.00000000,1026.00000000,-16.00000000,25424736.51460000128,24972.51157410000
AMBIVERE,"16009",BERGAMO,2384.00000000,2381.00000000,3.00000000,3287366.39841999998,9462.75718799000
ZELO SURRIGONE,"15246",MILANO,1842.00000000,1711.00000000,131.00000000,4435788.80692000035,14679.42125120000
SAN VITTORE OLONA,"15201",MILANO,8425.00000000,8395.00000000,30.00000000,3170977.63247000007,10320.84439000000
SEDRIANO,"15204",MILANO,12099.00000000,11828.00000000,271.00000000,7795626.49167000037,19101.30399100000
GENIVOLTA,"19047",CREMONA,1196.00000000,1246.00000000,-50.00000000,18684419.20410000160,31523.27324270000
SEGRATE,"15205",MILANO,35234.00000000,34908.00000000,326.00000000,17252706.38740000129,26537.85169390000
CAIRATE,"12029",VARESE,7791.00000000,7877.00000000,-86.00000000,11348481.91410000063,21811.81291960000
GRONTARDO,"19050",CREMONA,1467.00000000,1462.00000000,5.00000000,12173236.44930000044,21506.48736640000
ALBANO SANT`ALESSANDRO,"16003",BERGAMO,8251.00000000,8258.00000000,-7.00000000,5350432.79244999960,14000.05298980000
SETTALA,"15210",MILANO,7399.00000000,7436.00000000,-37.00000000,17464534.21930000186,27695.41204660000
GRUMELLO CREMONESE ED UNITI,"19051",CREMONA,1789.00000000,1823.00000000,-34.00000000,22274059.41730000079,27178.48978510000
CORNAREDO,"15087",MILANO,20499.00000000,20355.00000000,144.00000000,11069900.76679999940,22531.08937680000
CORSICO,"15093",MILANO,34891.00000000,35233.00000000,-342.00000000,5378465.05967000034,17445.87876980000
PONTE LAMBRO,"13188",COMO,4302.00000000,4398.00000000,-96.00000000,3213369.68361999979,12247.59653470000
SORICO,"13216",COMO,1258.00000000,1259.00000000,-1.00000000,24132697.74080000073,29113.38600510000
GROMO,"16118",BERGAMO,1209.00000000,1227.00000000,-18.00000000,19855103.15769999847,26292.91430560000
GRONE,"16119",BERGAMO,900.00000000,912.00000000,-12.00000000,7792278.96097999997,12748.39120980000
PORLEZZA,"13189",COMO,4916.00000000,4890.00000000,26.00000000,19021471.23229999840,24473.87824190000
PUSIANO,"13193",COMO,1367.00000000,1344.00000000,23.00000000,3117549.15489999996,12151.70732870000
ASSAGO,"15011",MILANO,9008.00000000,8754.00000000,254.00000000,8141688.60422999971,16373.02665670000
ANGOLO TERME,"17006",BRESCIA,2406.00000000,2459.00000000,-53.00000000,30531587.56209999695,30320.87406830000
BAREGGIO,"15012",MILANO,17364.00000000,17435.00000000,-71.00000000,11249419.78849999979,19749.97620790000
BASIANO,"15014",MILANO,3674.00000000,3664.00000000,10.00000000,4584003.63279999979,14863.60710240000
ANFO,"17005",BRESCIA,494.00000000,472.00000000,22.00000000,23891410.00299999863,22323.97557350000
ALMENNO SAN SALVATORE,"16007",BERGAMO,5710.00000000,5778.00000000,-68.00000000,4784716.72848999966,11520.74934800000
ALBINO,"16004",BERGAMO,17953.00000000,18171.00000000,-218.00000000,31648474.18929999694,32042.55404630000
ALZANO LOMBARDO,"16008",BERGAMO,13652.00000000,13632.00000000,20.00000000,13605101.55499999970,22188.53652920000
AVERARA,"16014",BERGAMO,182.00000000,189.00000000,-7.00000000,10661029.06780000031,23603.10343830000
ALMENNO SAN BARTOLOMEO,"16006",BERGAMO,6249.00000000,6186.00000000,63.00000000,10486523.25100000016,17318.38110910000
ARCENE,"16011",BERGAMO,4837.00000000,4787.00000000,50.00000000,4384583.42571000010,11272.13031160000
ARDESIO,"16012",BERGAMO,3490.00000000,3555.00000000,-65.00000000,54655498.29179999977,43880.19282580000
MILANO,"15146",MILANO,1351562.00000000,1337155.00000000,14407.00000000,181783641.49900001287,106417.10299699999
UBIALE CLANEZZO,"16221",BERGAMO,1377.00000000,1404.00000000,-27.00000000,7366040.73290999979,13896.64523140000
SARNICO,"16193",BERGAMO,6690.00000000,6629.00000000,61.00000000,6431193.01807999983,13922.58475940000
TELGATE,"16212",BERGAMO,5064.00000000,5029.00000000,35.00000000,8363271.99502000026,13283.86128300000
NERVIANO,"15154",MILANO,17270.00000000,17430.00000000,-160.00000000,13479720.47489999793,31423.51161610000
TERNO D`ISOLA,"16213",BERGAMO,8046.00000000,8014.00000000,32.00000000,4100689.58801000006,11073.78209620000
TREVIOLO,"16220",BERGAMO,10732.00000000,10614.00000000,118.00000000,8672727.08456999995,17184.88480940000
DEROVERE,"19040",CREMONA,296.00000000,302.00000000,-6.00000000,9917950.29841000028,18116.75675390000
GUSSOLA,"19052",CREMONA,2727.00000000,2796.00000000,-69.00000000,25157465.22320000082,29726.11230810000
BRESSO,"15032",MILANO,26285.00000000,26255.00000000,30.00000000,3384441.12195000006,10347.49475140000
BUBBIANO,"15035",MILANO,2401.00000000,2405.00000000,-4.00000000,2957584.73971999995,9354.23075392000
REZZAGO,"13195",COMO,310.00000000,313.00000000,-3.00000000,3842355.01787000010,15611.29355450000
TURATE,"13227",COMO,9477.00000000,9341.00000000,136.00000000,10184076.83789999969,21926.71298860000
UGGIATE - TREVANO,"13228",COMO,4965.00000000,4808.00000000,157.00000000,5836388.79394000024,14959.90089090000
RODERO,"13197",COMO,1316.00000000,1300.00000000,16.00000000,2572896.65727999993,7372.85163365000
SAN FEDELE INTELVI,"13205",COMO,1827.00000000,1782.00000000,45.00000000,10970092.66129999980,21912.83113350000
SORMANO,"13217",COMO,638.00000000,627.00000000,11.00000000,10750719.34530000016,16497.68523190000
ISOLA DI FONDRA,"16121",BERGAMO,181.00000000,192.00000000,-11.00000000,12650537.83180000074,17864.56416280000
SALA COMACINA,"13203",COMO,527.00000000,566.00000000,-39.00000000,4974457.41755000036,12321.06523940000
SAN NAZZARO VAL CAVARGNA,"13207",COMO,303.00000000,328.00000000,-25.00000000,13042498.91459999979,20731.45741060000
VALBRONA,"13229",COMO,2690.00000000,2700.00000000,-10.00000000,13521610.55529999919,19092.33768410000
LEFFE,"16124",BERGAMO,4477.00000000,4573.00000000,-96.00000000,6645808.39532000013,12144.65209860000
SCHIGNANO,"13211",COMO,858.00000000,851.00000000,7.00000000,10057979.15389999934,15742.31054360000
CASTIONE ANDEVENNO,"14015",SONDRIO,1569.00000000,1558.00000000,11.00000000,17171600.67130000144,20930.42346850000
CEDRASCO,"14016",SONDRIO,456.00000000,471.00000000,-15.00000000,14309473.59620000049,28924.17029210000
SAN BARTOLOMEO VAL CAVARGNA,"13204",COMO,1017.00000000,1023.00000000,-6.00000000,10551602.46869999915,18471.07094920000
SENAGO,"15206",MILANO,21527.00000000,21661.00000000,-134.00000000,8572281.19335000031,16920.66478250000
BERZO INFERIORE,"17017",BRESCIA,2486.00000000,2470.00000000,16.00000000,21989569.49989999831,24517.81369670000
GERRE DE`CAPRIOLI,"19048",CREMONA,1331.00000000,1300.00000000,31.00000000,8366956.61359000020,16524.31160030000
GOMBITO,"19049",CREMONA,631.00000000,633.00000000,-2.00000000,8975938.93016000092,16937.31769770000
ZANDOBBIO,"16244",BERGAMO,2706.00000000,2763.00000000,-57.00000000,6524148.61388000008,12855.10147910000
DAIRAGO,"15099",MILANO,6355.00000000,6279.00000000,76.00000000,6217796.38209000044,18181.84916960000
DRESANO,"15101",MILANO,3036.00000000,3085.00000000,-49.00000000,3505876.12855000002,9639.65654972000
NOVIGLIO,"15158",MILANO,4584.00000000,4553.00000000,31.00000000,15599547.05570000038,29948.41343320000
TORRE PALLAVICINA,"16217",BERGAMO,1063.00000000,1079.00000000,-16.00000000,10246735.30859999917,19870.36357180000
NOSATE,"15155",MILANO,682.00000000,684.00000000,-2.00000000,4923315.41535999998,10882.75208130000
BUSSERO,"15040",MILANO,8506.00000000,8594.00000000,-88.00000000,4563710.05193999968,12151.82130200000
PONTE SAN PIETRO,"16170",BERGAMO,11551.00000000,11573.00000000,-22.00000000,4641043.28397000022,15909.26098070000
PONTIDA,"16171",BERGAMO,3303.00000000,3269.00000000,34.00000000,10286272.61199999973,22207.90790130000
POGNANO,"16167",BERGAMO,1601.00000000,1608.00000000,-7.00000000,3268946.47122999979,10345.53485910000
PALADINA,"16155",BERGAMO,4032.00000000,4067.00000000,-35.00000000,2108963.32971000019,7498.22255939000
PALOSCO,"16157",BERGAMO,5808.00000000,5851.00000000,-43.00000000,10720339.11889999919,18861.94822000000
CALVIGNASCO,"15042",MILANO,1209.00000000,1193.00000000,16.00000000,1852585.27212999994,6141.96752121000
GRUMELLO DEL MONTE,"16120",BERGAMO,7414.00000000,7332.00000000,82.00000000,10099537.11989999935,17267.14770020000
RONAGO,"13199",COMO,1714.00000000,1746.00000000,-32.00000000,2141282.34655999998,7241.11591166000
SENNA COMASCO,"13212",COMO,3203.00000000,3216.00000000,-13.00000000,2666036.35193999996,11135.44930990000
TAVERNERIO,"13222",COMO,5805.00000000,5789.00000000,16.00000000,11578554.48750000075,22465.50969800000
LENNA,"16125",BERGAMO,601.00000000,622.00000000,-21.00000000,12978645.92610000074,21456.46781670000
PAULLO,"15169",MILANO,11461.00000000,11334.00000000,127.00000000,8973657.03868000023,22365.98197130000
BOSSICO,"16033",BERGAMO,997.00000000,985.00000000,12.00000000,6414409.71408999898,15903.03083780000
VAL BREMBILLA,"16253",BERGAMO,4363.00000000,4477.00000000,-114.00000000,31314242.64529999718,33982.15704470000
PADERNO DUGNANO,"15166",MILANO,46590.00000000,46951.00000000,-361.00000000,14108693.29429999925,22135.89743670000
PESCHIERA BORROMEO,"15171",MILANO,23515.00000000,23077.00000000,438.00000000,23481887.10020000115,29911.48516880000
BESATE,"15022",MILANO,2064.00000000,2086.00000000,-22.00000000,12606983.11979999952,22104.68714520000
MADONE,"16131",BERGAMO,4026.00000000,3986.00000000,40.00000000,3052318.65690999990,9529.03104057000
MARTINENGO,"16133",BERGAMO,10524.00000000,10370.00000000,154.00000000,22278329.60429999977,20027.63751500000
POSTALESIO,"14053",SONDRIO,662.00000000,671.00000000,-9.00000000,10533342.15080000088,19631.07073110000
PRATA CAMPORTACCIO,"14054",SONDRIO,2981.00000000,2968.00000000,13.00000000,27875883.38230000064,25638.46118410000
SONDRIO,"14061",SONDRIO,21632.00000000,21891.00000000,-259.00000000,20382188.18259999901,24943.84923730000
OLTRESSENDA ALTA,"16147",BERGAMO,152.00000000,171.00000000,-19.00000000,16760372.12890000083,27224.56535900000
RASURA,"14055",SONDRIO,291.00000000,296.00000000,-5.00000000,5529421.95052000042,12153.18144560000
ONETA,"16148",BERGAMO,616.00000000,624.00000000,-8.00000000,17964077.42749999836,22810.17930310000
SAMOLACO,"14057",SONDRIO,2890.00000000,2883.00000000,7.00000000,45189201.55110000074,35285.03496060000
POGGIRIDENTI,"14051",SONDRIO,1916.00000000,1894.00000000,22.00000000,2926395.47466999991,8611.15805671000
PONTE IN VALTELLINA,"14052",SONDRIO,2321.00000000,2327.00000000,-6.00000000,67664133.73070000112,60378.17061560000
SAN GIACOMO FILIPPO,"14058",SONDRIO,349.00000000,385.00000000,-36.00000000,61674307.46119999141,40395.91776350000
SERNIO,"14059",SONDRIO,482.00000000,498.00000000,-16.00000000,9576846.41053000093,19873.68148510000
SONDALO,"14060",SONDRIO,4159.00000000,4173.00000000,-14.00000000,96004984.58889999986,49653.14376970000
ONORE,"16149",BERGAMO,875.00000000,867.00000000,8.00000000,11764123.93669999950,17996.09596250000
ORNICA,"16151",BERGAMO,152.00000000,159.00000000,-7.00000000,14535514.76259999909,21774.28477780000
PEDESINA,"14047",SONDRIO,41.00000000,36.00000000,5.00000000,6141479.30133000109,14542.57380630000
TALAMONA,"14063",SONDRIO,4684.00000000,4722.00000000,-38.00000000,21188715.95569999889,23408.68858100000
TARTANO,"14064",SONDRIO,192.00000000,193.00000000,-1.00000000,47159856.00360000879,37808.42504920000
TEGLIO,"14065",SONDRIO,4521.00000000,4611.00000000,-90.00000000,115019938.61099998653,67383.95021359999
OSSONA,"15164",MILANO,4288.00000000,4292.00000000,-4.00000000,6019005.88454999961,15770.79660800000
