NOME_COM_2,ISTAT_2017,NOME_PRO,POP_2017,POP_2014,VARIAZ_17_,SHAPE_AREA,SHAPE_LEN
AZZANO SAN PAOLO,"16016",BERGAMO,7597.00000000,7641.00000000,-44.00000000,4253345.23508999962,11345.50599230000
BARZANA,"16021",BERGAMO,1965.00000000,1907.00000000,58.00000000,2068166.92821999989,7424.24646214000
BARBARIGA,"17011",BRESCIA,2343.00000000,2338.00000000,5.00000000,11372317.07799999975,19095.65857880000
ARZAGO D`ADDA,"16013",BERGAMO,2749.00000000,2709.00000000,40.00000000,9438752.66899999976,13744.93039000000
ROSASCO,"18130",PAVIA,579.00000000,603.00000000,-24.00000000,19877170.54450000077,31143.89939580000
ROVESCALA,"18131",PAVIA,906.00000000,900.00000000,6.00000000,8334820.20882000029,14847.29376620000
CORVINO SAN QUIRICO,"18057",PAVIA,1020.00000000,1049.00000000,-29.00000000,4397465.51850000024,14139.52132050000
LONGONE AL SEGRINO,"13134",COMO,1889.00000000,1875.00000000,14.00000000,1432545.14902999997,9915.16927303000
CHIGNOLO D`ISOLA,"16072",BERGAMO,3357.00000000,3333.00000000,24.00000000,5434015.14281000011,13151.28871990000
CIVIDATE AL PIANO,"16076",BERGAMO,5213.00000000,5237.00000000,-24.00000000,9946343.29443999939,19528.65448210000
CIRIMIDO,"13068",COMO,2131.00000000,2104.00000000,27.00000000,2708136.16947000008,11322.74657490000
DOMASO,"13089",COMO,1464.00000000,1484.00000000,-20.00000000,8267097.36797999963,16494.48299350000
SERMIDE E FELONICA,"20061",MANTOVA,7338.00000000,6252.00000000,1086.00000000,80316061.47349999845,55683.63036160000
LOMAZZO,"13133",COMO,9959.00000000,9735.00000000,224.00000000,9353463.70256000012,19212.25706610000
BREGNANO,"13028",COMO,6472.00000000,6480.00000000,-8.00000000,6349395.50941000041,16527.73814260000
BRENNA,"13029",COMO,2137.00000000,2120.00000000,17.00000000,4801045.24873999972,14224.26980210000
CREMIA,"13083",COMO,701.00000000,725.00000000,-24.00000000,9949143.85188999958,15958.55179230000
LURAGO MARINONE,"13137",COMO,2579.00000000,2557.00000000,22.00000000,3852042.40774999978,11190.75980700000
SABBIONETA,"20054",MANTOVA,4216.00000000,4306.00000000,-90.00000000,37370545.60450000316,34997.94218420000
VILLA POMA,"20067",MANTOVA,2014.00000000,2042.00000000,-28.00000000,14273590.89340000041,18351.49241800000
VILLIMPENTA,"20068",MANTOVA,2190.00000000,2232.00000000,-42.00000000,15021338.14090000093,23450.35183110000
CALCO,"97012",LECCO,5303.00000000,5255.00000000,48.00000000,4636550.41889999993,16567.26866090000
BORGO PRIOLO,"18016",PAVIA,1473.00000000,1398.00000000,75.00000000,28746910.19230000302,32223.53745980000
BORGORATTO MORMOROLO,"18017",PAVIA,431.00000000,430.00000000,1.00000000,16034791.44339999929,18299.91958970000
VOLTA MANTOVANA,"20070",MANTOVA,7352.00000000,7399.00000000,-47.00000000,50212622.68050000072,36161.94421440000
CASATENOVO,"97016",LECCO,12973.00000000,12931.00000000,42.00000000,12647592.86199999973,25154.31089420000
BORGO SAN SIRO,"18018",PAVIA,1008.00000000,1040.00000000,-32.00000000,17690660.68380000070,30304.25302190000
SAN BENEDETTO PO,"20055",MANTOVA,7217.00000000,7421.00000000,-204.00000000,69885168.77580000460,59747.65161470000
SAN GIACOMO DELLE SEGNATE,"20056",MANTOVA,1595.00000000,1680.00000000,-85.00000000,16636353.27749999799,23465.21617510000
BELLANO,"97008",LECCO,3217.00000000,3248.00000000,-31.00000000,11190420.92769999988,19549.28131330000
SAN GIORGIO DI MANTOVA,"20057",MANTOVA,9546.00000000,9595.00000000,-49.00000000,24642312.02939999849,38162.03395170001
BORGO VIRGILIO,"20071",MANTOVA,14655.00000000,14722.00000000,-67.00000000,70306154.93979999423,66481.35430680000
CALOLZIOCORTE,"97013",LECCO,13904.00000000,14086.00000000,-182.00000000,9060264.20745999925,20129.70724090000
POGGIO RUSCO,"20042",MANTOVA,6628.00000000,6641.00000000,-13.00000000,42391670.08439999819,32050.85338160000
POMPONESCO,"20043",MANTOVA,1710.00000000,1714.00000000,-4.00000000,12306631.63550000079,20612.66039180000
SAN GIOVANNI DEL DOSSO,"20058",MANTOVA,1264.00000000,1251.00000000,13.00000000,15112923.09809999913,26395.42324690000
SAN MARTINO DALL`ARGINE,"20059",MANTOVA,1749.00000000,1748.00000000,1.00000000,17075786.07189999893,23428.19268760000
ABBADIA LARIANA,"97001",LECCO,3209.00000000,3227.00000000,-18.00000000,16618816.43510000035,22427.10365660000
CASSAGO BRIANZA,"97017",LECCO,4379.00000000,4477.00000000,-98.00000000,3522527.81753000012,12362.91112210000
BERBENNO,"16023",BERGAMO,2383.00000000,2431.00000000,-48.00000000,6180642.70662999898,11439.81937970000
MALAGNINO,"19056",CREMONA,1728.00000000,1671.00000000,57.00000000,10818008.48890000023,23609.86587600000
MONTODINE,"19059",CREMONA,2517.00000000,2544.00000000,-27.00000000,11854630.65530000068,22081.83077150000
GODIASCO SALICE TERME,"18073",PAVIA,3237.00000000,3207.00000000,30.00000000,20596889.70509999990,29169.94519830000
BEDULITA,"16022",BERGAMO,738.00000000,758.00000000,-20.00000000,4234539.97984999977,10052.08785370000
MOSCAZZANO,"19060",CREMONA,800.00000000,813.00000000,-13.00000000,7963143.78521000035,16973.46123100000
LA VALLETTA BRIANZA,"97092",LECCO,4707.00000000,4686.00000000,21.00000000,8827116.62470999919,21581.26268110000
PALAZZAGO,"16156",BERGAMO,4528.00000000,4507.00000000,21.00000000,14066847.98919999972,19522.50905310000
CORANA,"18054",PAVIA,797.00000000,807.00000000,-10.00000000,13037449.88099999912,27845.83064530000
BRESSANA BOTTARONE,"18023",PAVIA,3516.00000000,3564.00000000,-48.00000000,12919207.38120000064,25126.12764470000
FORESTO SPARSO,"16104",BERGAMO,3120.00000000,3131.00000000,-11.00000000,7890328.26618999895,12742.30261240000
LUISAGO,"13135",COMO,2761.00000000,2736.00000000,25.00000000,2102006.14385000011,9087.46627583000
MARIANO COMENSE,"13143",COMO,24762.00000000,24245.00000000,517.00000000,13795696.99919999950,26489.28768820000
PEGLIO,"13178",COMO,176.00000000,169.00000000,7.00000000,10521575.57909999974,17988.10384770000
ZELBIO,"13246",COMO,212.00000000,212.00000000,0.00000000,4524306.57868999988,11471.67867280000
PIANELLO DEL LARIO,"13183",COMO,1037.00000000,1053.00000000,-16.00000000,8504822.41983000003,15584.46974700000
COLZATE,"16080",BERGAMO,1634.00000000,1671.00000000,-37.00000000,6682781.85109999962,21266.78302920000
CORNA IMAGNA,"16082",BERGAMO,934.00000000,949.00000000,-15.00000000,4411062.51953999978,10513.06985420000
MENAGGIO,"13145",COMO,3091.00000000,3157.00000000,-66.00000000,10545504.21130000055,18987.69285680000
PIGRA,"13184",COMO,252.00000000,263.00000000,-11.00000000,4318482.19792000018,12125.72840410000
COSTA DI MEZZATE,"16084",BERGAMO,3340.00000000,3368.00000000,-28.00000000,5227692.15079999994,11697.67683720000
MERONE,"13147",COMO,4128.00000000,4206.00000000,-78.00000000,3302136.29491000017,14486.00178170000
SAN SIRO,"13248",COMO,1736.00000000,1754.00000000,-18.00000000,21536046.02230000123,23472.91829670000
GRAVEDONA ED UNITI,"13249",COMO,4200.00000000,4248.00000000,-48.00000000,39766582.70090000331,69088.38862070000
MOLTRASIO,"13152",COMO,1610.00000000,1612.00000000,-2.00000000,9169333.14247000031,18051.87722980000
BIZZARONE,"13024",COMO,1584.00000000,1551.00000000,33.00000000,2808118.56632999983,7559.81211143000
BLESSAGNO,"13025",COMO,276.00000000,276.00000000,0.00000000,3433207.38024999993,10366.78727540000
BARBATA,"16019",BERGAMO,722.00000000,718.00000000,4.00000000,8074699.92310999893,20027.83891780000
LURATE CACCIVIO,"13138",COMO,9934.00000000,9901.00000000,33.00000000,6000239.15553000104,13613.02981350000
ERBA,"13095",COMO,16347.00000000,16512.00000000,-165.00000000,17821891.32229999825,29614.65116820000
PONTI SUL MINCIO,"20044",MANTOVA,2383.00000000,2357.00000000,26.00000000,11850097.59549999796,17033.70484010000
URAGO D`OGLIO,"17192",BRESCIA,3814.00000000,3949.00000000,-135.00000000,10552985.88910000026,21597.80392720000
VILLANUOVA SUL CLISI,"17201",BRESCIA,5779.00000000,5778.00000000,1.00000000,9150661.28391000070,16530.72214830000
COSTA DE` NOBILI,"18058",PAVIA,379.00000000,361.00000000,18.00000000,11876466.77899999917,17655.04087930000
COZZO,"18059",PAVIA,373.00000000,355.00000000,18.00000000,17392156.62350000069,29774.77387810000
LIRIO,"18082",PAVIA,126.00000000,124.00000000,2.00000000,1801628.64810000011,6545.92326082000
PINAROLO PO,"18115",PAVIA,1715.00000000,1714.00000000,1.00000000,11020578.46979999915,21442.72822370000
ROCCA DE` GIORGI,"18125",PAVIA,80.00000000,81.00000000,-1.00000000,10474378.20920000039,15818.89646270000
PLESIO,"13185",COMO,850.00000000,846.00000000,4.00000000,17050967.48270000145,22519.59502870000
COVO,"16087",BERGAMO,4025.00000000,4057.00000000,-32.00000000,12935691.29419999942,21766.72457700000
CURNO,"16089",BERGAMO,7579.00000000,7751.00000000,-172.00000000,4584552.25521999970,9967.30371140000
INVERIGO,"13118",COMO,9219.00000000,9101.00000000,118.00000000,10049251.25100000016,26777.78907200000
CASTIONE DELLA PRESOLANA,"16064",BERGAMO,3416.00000000,3440.00000000,-24.00000000,42500085.52830000222,31100.97082200000
LAGLIO,"13119",COMO,889.00000000,896.00000000,-7.00000000,5787929.09131000098,11070.04224290000
CANONICA D`ADDA,"16049",BERGAMO,4479.00000000,4455.00000000,24.00000000,3115619.17180000013,12154.81178570000
LURAGO D`ERBA,"13136",COMO,5381.00000000,5410.00000000,-29.00000000,4738576.80025999993,12931.13684640000
BARIANO,"16020",BERGAMO,4291.00000000,4387.00000000,-96.00000000,7143617.31137000024,13433.00500190000
CUCCIAGO,"13084",COMO,3405.00000000,3498.00000000,-93.00000000,4997406.38848000020,11868.32371790000
VISANO,"17203",BRESCIA,1978.00000000,2028.00000000,-50.00000000,11234799.98269999959,15846.87837680000
PORTO MANTOVANO,"20045",MANTOVA,16487.00000000,16369.00000000,118.00000000,37478660.16979999840,43870.05993270000
SCHIVENOGLIA,"20060",MANTOVA,1201.00000000,1183.00000000,18.00000000,13162773.61559999920,18742.93455900000
SERRAVALLE A PO,"20062",MANTOVA,1498.00000000,1559.00000000,-61.00000000,26123093.98580000177,25583.52240030000
CILAVEGNA,"18050",PAVIA,5549.00000000,5640.00000000,-91.00000000,18049622.60799999908,22077.54789130000
CODEVILLA,"18051",PAVIA,996.00000000,1021.00000000,-25.00000000,12971035.81900000013,22560.14383810000
GROPELLO CAIROLI,"18076",PAVIA,4551.00000000,4630.00000000,-79.00000000,26258511.51990000159,32860.44648070000
INVERNO E MONTELEONE,"18077",PAVIA,1489.00000000,1474.00000000,15.00000000,9843758.76473999955,22777.44525780000
MONTESEGALE,"18098",PAVIA,296.00000000,299.00000000,-3.00000000,14824339.66530000046,20873.42881490000
PIEVE DEL CAIRO,"18113",PAVIA,1990.00000000,2085.00000000,-95.00000000,25509108.33579999581,44043.48714700000
RETORBIDO,"18121",PAVIA,1558.00000000,1561.00000000,-3.00000000,11563754.85370000079,19186.06984020000
ALAGNA,"18001",PAVIA,854.00000000,878.00000000,-24.00000000,8714446.60804999992,19231.96842720000
CASATISMA,"18032",PAVIA,892.00000000,897.00000000,-5.00000000,5479991.62292999960,13315.11680950000
CASIRATE D`ADDA,"16059",BERGAMO,4096.00000000,4091.00000000,5.00000000,10387714.13299999945,17704.44835330000
FARA OLIVANA CON SOLA,"16097",BERGAMO,1292.00000000,1305.00000000,-13.00000000,5154894.50839999970,9613.39554182000
MONTEMEZZO,"13155",COMO,238.00000000,241.00000000,-3.00000000,9010006.15544999950,15545.67779060000
CASTRO,"16065",BERGAMO,1331.00000000,1376.00000000,-45.00000000,2583989.13591000019,7805.19014386000
ALBOSAGGIA,"14002",SONDRIO,3072.00000000,3128.00000000,-56.00000000,34065125.61079999804,35749.51818520000
ARDENNO,"14005",SONDRIO,3255.00000000,3262.00000000,-7.00000000,16949735.69640000165,21109.28925280000
BEMA,"14006",SONDRIO,119.00000000,126.00000000,-7.00000000,19548158.83989999816,23801.71679030000
BERBENNO DI VALTELLINA,"14007",SONDRIO,4155.00000000,4246.00000000,-91.00000000,35738372.78530000150,27974.17900050000
BIANZONE,"14008",SONDRIO,1303.00000000,1298.00000000,5.00000000,17219713.27070000023,18514.87292500000
COLLE BRIANZA,"97024",LECCO,1731.00000000,1727.00000000,4.00000000,8317842.87004000042,18864.12353640000
BREMBATE,"16037",BERGAMO,8603.00000000,8606.00000000,-3.00000000,5614918.80035000015,14351.22598120000
BREMBATE DI SOPRA,"16038",BERGAMO,7938.00000000,7900.00000000,38.00000000,4371453.64704999980,9828.43416137000
BRIGNANO GERA D`ADDA,"16040",BERGAMO,5991.00000000,5988.00000000,3.00000000,12017739.96059999987,17700.36806030000
CAVARGNA,"13062",COMO,218.00000000,228.00000000,-10.00000000,14868579.33579999954,19398.16058970000
MAGREGLIO,"13139",COMO,669.00000000,668.00000000,1.00000000,3054210.48467000015,11290.08299500000
FENEGRO`,"13100",COMO,3236.00000000,3211.00000000,25.00000000,5302169.91624999978,16451.69492690000
CUSINO,"13085",COMO,217.00000000,231.00000000,-14.00000000,9570135.09362000041,17652.45969540000
AIRUNO,"97002",LECCO,2868.00000000,2925.00000000,-57.00000000,4265010.27195999958,12444.69549440000
BALLABIO,"97004",LECCO,4055.00000000,4083.00000000,-28.00000000,15027710.13949999958,19260.86166240000
BRIVIO,"97010",LECCO,4620.00000000,4647.00000000,-27.00000000,7988400.37767000031,20241.78127220000
QUINGENTOLE,"20046",MANTOVA,1186.00000000,1217.00000000,-31.00000000,14102508.33170000091,22678.19189210000
VESTONE,"17197",BRESCIA,4340.00000000,4437.00000000,-97.00000000,12977189.92410000041,19379.35779250000
LANDRIANO,"18078",PAVIA,6379.00000000,6302.00000000,77.00000000,15797675.24239999987,27082.31700940000
LANGOSCO,"18079",PAVIA,366.00000000,408.00000000,-42.00000000,15825613.99330000207,27156.71865050000
INTROBIO,"97040",LECCO,1993.00000000,1996.00000000,-3.00000000,26091842.76319999993,35676.39164010000
RIPALTA ARPINA,"19080",CREMONA,993.00000000,1016.00000000,-23.00000000,6892794.97049999982,22775.12347230000
CORTENOVA,"97025",LECCO,1188.00000000,1214.00000000,-26.00000000,11498509.88030000031,19992.02104800000
RIPALTA CREMASCA,"19081",CREMONA,3406.00000000,3463.00000000,-57.00000000,11872711.24259999953,19953.76311210000
RIPALTA GUERINA,"19082",CREMONA,529.00000000,528.00000000,1.00000000,2958530.43446000014,8406.78319530000
COSTA MASNAGA,"97026",LECCO,4861.00000000,4801.00000000,60.00000000,5520698.43730000034,18704.12431640000
BOSISIO PARINI,"97009",LECCO,3429.00000000,3476.00000000,-47.00000000,6606183.70541999955,13948.73759000000
GALBIATE,"97036",LECCO,8548.00000000,8581.00000000,-33.00000000,15925495.29059999995,28519.98724250000
MOLTENO,"97051",LECCO,3580.00000000,3574.00000000,6.00000000,3162253.06214000005,14161.26258960000
RIVOLTA D`ADDA,"19084",CREMONA,8133.00000000,8080.00000000,53.00000000,29976010.65390000120,31236.39015320000
CRANDOLA VALSASSINA,"97027",LECCO,247.00000000,254.00000000,-7.00000000,9059736.68532999977,19566.56609570000
LIERNA,"97043",LECCO,2142.00000000,2176.00000000,-34.00000000,11549401.40340000018,17787.45508600000
CASSINA VALSASSINA,"97018",LECCO,478.00000000,482.00000000,-4.00000000,2623531.48382000020,14024.98253150000
CREMELLA,"97028",LECCO,1736.00000000,1770.00000000,-34.00000000,1869023.30000000005,9071.87703970000
CREMENO,"97029",LECCO,1589.00000000,1482.00000000,107.00000000,13363194.29069999792,17938.57093450000
VEROLAVECCHIA,"17196",BRESCIA,3801.00000000,3854.00000000,-53.00000000,21054912.79459999874,33160.47048810000
CASTELLO DI BRIANZA,"97019",LECCO,2598.00000000,2557.00000000,41.00000000,3539692.89535999997,14244.71487900000
DERVIO,"97030",LECCO,2642.00000000,2679.00000000,-37.00000000,11254182.39519999921,16667.16422430000
CERNUSCO LOMBARDONE,"97020",LECCO,3891.00000000,3825.00000000,66.00000000,3794797.58576000016,12380.43382530000
CREDARO,"16088",BERGAMO,3518.00000000,3537.00000000,-19.00000000,3465326.87635000004,14080.56856230000
FIGINO SERENZA,"13101",COMO,5213.00000000,5233.00000000,-20.00000000,5031492.29059000034,13196.61688690000
CASSINA RIZZARDI,"13055",COMO,3324.00000000,3290.00000000,34.00000000,3464187.68215999985,10214.93295340000
VEZZA D`OGLIO,"17198",BRESCIA,1449.00000000,1465.00000000,-16.00000000,54061338.91070000082,43146.38093450000
VILLA CARCINA,"17199",BRESCIA,10953.00000000,10983.00000000,-30.00000000,14425185.91400000080,18642.90170700000
ZONE,"17205",BRESCIA,1082.00000000,1092.00000000,-10.00000000,19564513.56010000035,20411.44880290000
TRAVAGLIATO,"17188",BRESCIA,13894.00000000,13884.00000000,10.00000000,17809615.59400000051,25472.57086760000
TRENZANO,"17190",BRESCIA,5360.00000000,5429.00000000,-69.00000000,20050290.18659999967,29349.76637140000
QUISTELLO,"20047",MANTOVA,5616.00000000,5705.00000000,-89.00000000,45672709.54029999673,56008.11631590000
REDONDESCO,"20048",MANTOVA,1275.00000000,1307.00000000,-32.00000000,19139930.37119999900,24491.15946620000
VILLACHIARA,"17200",BRESCIA,1435.00000000,1464.00000000,-29.00000000,16737905.51420000009,23432.58578510000
VIONE,"17202",BRESCIA,679.00000000,691.00000000,-12.00000000,35445289.27179999650,34108.39800400000
VOBARNO,"17204",BRESCIA,8106.00000000,8224.00000000,-118.00000000,53305318.76099999994,38405.32674410000
VALVESTINO,"17194",BRESCIA,186.00000000,194.00000000,-8.00000000,31256609.96649999917,32527.52995170000
BREME,"18022",PAVIA,778.00000000,806.00000000,-28.00000000,19166654.98600000143,25535.60812080000
CANNETO PAVESE,"18029",PAVIA,1354.00000000,1368.00000000,-14.00000000,5865104.42214999907,14438.78542490000
CASTEGGIO,"18037",PAVIA,6818.00000000,6865.00000000,-47.00000000,17912253.75800000131,25008.75016100000
LINAROLO,"18081",PAVIA,2842.00000000,2816.00000000,26.00000000,12705607.25100000016,22632.64751380000
BOSNASCO,"18020",PAVIA,623.00000000,638.00000000,-15.00000000,4780654.19338000007,12795.27265740000
BRONI,"18024",PAVIA,9254.00000000,9455.00000000,-201.00000000,20955110.53440000117,38006.83216900000
CARBONARA AL TICINO,"18030",PAVIA,1507.00000000,1584.00000000,-77.00000000,15702598.07530000061,25363.12460690000
CASANOVA LONATI,"18031",PAVIA,461.00000000,460.00000000,1.00000000,4556603.25227999967,13453.72660800000
CASSOLNOVO,"18035",PAVIA,7038.00000000,7096.00000000,-58.00000000,32012923.08270000294,39207.79722880000
BRALLO DI PREGOLA,"18021",PAVIA,587.00000000,614.00000000,-27.00000000,46566301.71869999915,38234.54619370000
CANDIA LOMELLINA,"18027",PAVIA,1600.00000000,1572.00000000,28.00000000,27496395.32190000266,25388.67180080000
CASEI GEROLA,"18033",PAVIA,2485.00000000,2510.00000000,-25.00000000,24639350.65659999847,34516.37559770000
ROBBIO,"18123",PAVIA,5861.00000000,6007.00000000,-146.00000000,40371581.01839999855,32874.12906260000
ROMAGNESE,"18128",PAVIA,693.00000000,685.00000000,8.00000000,29598836.97729999945,24885.82764850000
VEROLANUOVA,"17195",BRESCIA,8159.00000000,8250.00000000,-91.00000000,25789134.45529999956,36317.19788820000
RIVAROLO DEL RE ED UNITI,"19083",CREMONA,1967.00000000,2017.00000000,-50.00000000,27298580.56980000436,27279.29265170000
BORMIO,"14009",SONDRIO,4165.00000000,4103.00000000,62.00000000,41722887.84009999782,43774.09017190001
CAIOLO,"14011",SONDRIO,1081.00000000,1068.00000000,13.00000000,33528839.15780000389,35446.28451650001
DORIO,"97032",LECCO,330.00000000,314.00000000,16.00000000,11472900.63429999910,22415.45405520000
MERATE,"97048",LECCO,14828.00000000,14863.00000000,-35.00000000,11024443.85749999993,23981.50087550000
MISSAGLIA,"97049",LECCO,8664.00000000,8750.00000000,-86.00000000,11467943.37529999949,22494.66914710000
ESINO LARIO,"97035",LECCO,747.00000000,764.00000000,-17.00000000,18217153.68560000136,25740.53581630000
CASTELMARTE,"13058",COMO,1309.00000000,1314.00000000,-5.00000000,1897254.99356999993,9491.78681076000
DONGO,"13090",COMO,3407.00000000,3436.00000000,-29.00000000,7535522.86959999986,15666.53787090000
DOSSO DEL LIRO,"13092",COMO,260.00000000,273.00000000,-13.00000000,23044827.97340000048,28995.05257280000
DIZZASCO,"13087",COMO,628.00000000,613.00000000,15.00000000,3561652.74384000013,10817.61136270000
CAVERNAGO,"16066",BERGAMO,2620.00000000,2627.00000000,-7.00000000,7743276.50270999968,13950.72753750000
CISERANO,"16075",BERGAMO,5743.00000000,5820.00000000,-77.00000000,5295169.53727000020,11504.80177470000
CASTEL ROZZONE,"16063",BERGAMO,2875.00000000,2941.00000000,-66.00000000,1692180.29419999989,8092.50557967000
CUSIO,"16090",BERGAMO,240.00000000,249.00000000,-9.00000000,9365040.48145000078,18388.99095410000
FAGGETO LARIO,"13098",COMO,1222.00000000,1226.00000000,-4.00000000,17813908.18039999902,22509.12996780000
CERANO INTELVI,"13063",COMO,549.00000000,540.00000000,9.00000000,5388771.13564999960,22609.32229370000
FINO MORNASCO,"13102",COMO,9860.00000000,9861.00000000,-1.00000000,7362223.61734000035,20384.65102220000
GARZENO,"13106",COMO,787.00000000,811.00000000,-24.00000000,28876698.57190000266,31115.26606520000
CERNOBBIO,"13065",COMO,6771.00000000,6776.00000000,-5.00000000,11773420.57750000060,18231.13211770000
LEZZENO,"13126",COMO,2074.00000000,2064.00000000,10.00000000,20592845.47199999914,20362.95519370000
DOSSENA,"16092",BERGAMO,931.00000000,954.00000000,-23.00000000,19290771.94060000032,24218.72679630000
CLAINO CON OSTENO,"13071",COMO,556.00000000,549.00000000,7.00000000,12546990.15300000086,19857.87205820000
LIMIDO COMASCO,"13128",COMO,3822.00000000,3903.00000000,-81.00000000,4469266.15474000014,15437.03224690000
FALOPPIO,"13099",COMO,4761.00000000,4629.00000000,132.00000000,4151390.84667999996,12283.84235200000
COLONNO,"13074",COMO,505.00000000,517.00000000,-12.00000000,5981723.64226999972,14449.73851160000
ENDINE GAIANO,"16093",BERGAMO,3496.00000000,3542.00000000,-46.00000000,21036874.60900000110,25732.84042860000
LIVO,"13130",COMO,175.00000000,182.00000000,-7.00000000,32916690.57710000128,30729.69408070000
CANEVINO,"18028",PAVIA,110.00000000,108.00000000,2.00000000,4802048.52316999994,12097.42049730000
CASTANA,"18036",PAVIA,711.00000000,720.00000000,-9.00000000,5359299.48417000007,17658.47483580000
CASTELNOVETTO,"18040",PAVIA,588.00000000,604.00000000,-16.00000000,18534765.74870000035,31636.07249010000
CASORATE PRIMO,"18034",PAVIA,8750.00000000,8624.00000000,126.00000000,9525712.50108999945,22620.91113370000
CALVIGNANO,"18025",PAVIA,113.00000000,131.00000000,-18.00000000,6827359.87968000025,12730.01512360000
LOMAGNA,"97044",LECCO,4964.00000000,4952.00000000,12.00000000,3958895.67748000007,13377.81345100000
INTROZZO,"97041",LECCO,121.00000000,124.00000000,-3.00000000,3596482.06117000012,10323.53810130000
LECCO,"97042",LECCO,48131.00000000,48141.00000000,-10.00000000,45249051.97519999743,36925.56633730000
COLICO,"97023",LECCO,7776.00000000,7719.00000000,57.00000000,33135953.93479999900,31565.33500050000
MANDELLO DEL LARIO,"97046",LECCO,10356.00000000,10421.00000000,-65.00000000,42442579.43900000304,43636.81252920000
VALLIO TERME,"17193",BRESCIA,1392.00000000,1437.00000000,-45.00000000,14876989.49499999918,19927.90980900000
MOGGIO,"97050",LECCO,482.00000000,488.00000000,-6.00000000,13502366.17479999922,26796.06715860000
CASARGO,"97015",LECCO,825.00000000,833.00000000,-8.00000000,19912539.04300000146,35942.95649390000
TREMEZZINA,"13252",COMO,5158.00000000,5153.00000000,5.00000000,29512306.93859999627,25379.57478890000
ALBAREDO PER SAN MARCO,"14001",SONDRIO,307.00000000,327.00000000,-20.00000000,19010994.17799999937,20578.56863200000
ANDALO VALTELLINO,"14003",SONDRIO,550.00000000,560.00000000,-10.00000000,6721791.88454999961,19553.14745700000
CERMENATE,"13064",COMO,9218.00000000,9245.00000000,-27.00000000,8085322.31233000103,12854.49162630000
LAMBRUGO,"13121",COMO,2522.00000000,2487.00000000,35.00000000,1792416.06450999994,9947.89443595000
CASTELLETTO DI BRANDUZZO,"18038",PAVIA,1016.00000000,1032.00000000,-16.00000000,11281692.07929999940,22813.71249850000
CAVA MANARA,"18041",PAVIA,6753.00000000,6746.00000000,7.00000000,17217425.07019999996,26869.92072980000
CECIMA,"18042",PAVIA,242.00000000,247.00000000,-5.00000000,10092341.32239999995,19917.67201390000
CURA CARPIGNANO,"18060",PAVIA,4904.00000000,4840.00000000,64.00000000,10855898.80599999987,30008.78742670000
DORNO,"18061",PAVIA,4678.00000000,4695.00000000,-17.00000000,30600308.36809999868,38637.95104320000
FERRERA ERBOGNONE,"18062",PAVIA,1196.00000000,1165.00000000,31.00000000,19550460.59609999880,29344.18643300000
LOMELLO,"18083",PAVIA,2184.00000000,2227.00000000,-43.00000000,22301944.40480000153,27780.14922560000
MONTU` BECCARIA,"18100",PAVIA,1676.00000000,1715.00000000,-39.00000000,15464125.07359999977,25896.98589930000
PIEVE PORTO MORONE,"18114",PAVIA,2634.00000000,2701.00000000,-67.00000000,16236882.56540000066,26670.73049060000
MARCIGNAGO,"18086",PAVIA,2433.00000000,2488.00000000,-55.00000000,10193385.55760000087,23081.01635230000
CONFIENZA,"18052",PAVIA,1625.00000000,1670.00000000,-45.00000000,26714021.84989999980,32179.98805010000
FORTUNAGO,"18064",PAVIA,383.00000000,384.00000000,-1.00000000,18027151.16189999878,25432.55698370000
MARZANO,"18087",PAVIA,1719.00000000,1673.00000000,46.00000000,9298854.28454999998,20748.60434400000
CAMPOSPINOSO,"18026",PAVIA,1060.00000000,1005.00000000,55.00000000,3540490.46064999979,11036.20838170000
ROBECCO PAVESE,"18124",PAVIA,558.00000000,563.00000000,-5.00000000,6884623.08717000019,15734.26673750000
RUINO,"18132",PAVIA,712.00000000,737.00000000,-25.00000000,21312136.48229999840,26844.44016920000
SAN CIPRIANO PO,"18133",PAVIA,483.00000000,489.00000000,-6.00000000,6863359.65017999988,12967.91911180000
CESANA BRIANZA,"97021",LECCO,2378.00000000,2411.00000000,-33.00000000,3369649.35484999977,12853.04345190000
DOLZAGO,"97031",LECCO,2499.00000000,2428.00000000,71.00000000,2241884.01005999977,11420.56486380000
APRICA,"14004",SONDRIO,1579.00000000,1579.00000000,0.00000000,20461035.58549999818,25327.62570290000
PIANCOGNO,"17206",BRESCIA,4669.00000000,4722.00000000,-53.00000000,14124145.96110000089,30777.61069030000
ALBAREDO ARNABOLDI,"18002",PAVIA,252.00000000,245.00000000,7.00000000,9185420.66949000023,19645.02485140000
ALBONESE,"18003",PAVIA,562.00000000,579.00000000,-17.00000000,4247171.24407999963,9665.94813276000
LASNIGO,"13123",COMO,487.00000000,479.00000000,8.00000000,5594543.34246999957,11250.79528530000
LOCATE VARESINO,"13131",COMO,4365.00000000,4364.00000000,1.00000000,5844196.31661000103,15375.78165100000
FINO DEL MONTE,"16099",BERGAMO,1131.00000000,1128.00000000,3.00000000,4352343.70908000041,10330.69010360000
PARONA,"18109",PAVIA,1910.00000000,1946.00000000,-36.00000000,9327179.81664000079,18448.45296820000
MAGHERNO,"18085",PAVIA,1716.00000000,1706.00000000,10.00000000,5093637.15639999975,13783.78792410000
